Rank Name Score Finish Time Q1 (3) Q2 (6) Q3 (9)
1|haiwei624|18|0:36:24|0:06:04|0|0:07:39|0|0:36:24|0|
2|andyepeacebow|18|0:41:45|0:07:34|0|0:14:14|0|0:41:45|0|
3|__Chaos__|18|0:43:49|0:33:49|0|0:07:23|0|0:31:14|1|
4|anorange0409|18|0:44:23|0:02:37|0|0:06:55|0|0:34:23|1|
5|lytton|18|0:45:18|0:02:25|0|0:08:39|0|0:45:18|0|
6|Wizmann|18|0:45:50|0:13:43|0|0:25:42|0|0:45:50|0|
7|verysupermajia|18|0:46:33|0:03:42|0|0:09:36|0|0:36:33|1|
8|DancingSoul|18|0:46:49|0:07:23|0|0:13:31|1|0:36:49|0|
9|Teveillan|18|0:50:27|0:03:06|0|0:06:13|0|0:50:27|0|
10|tcui|18|0:50:46|0:03:55|0|0:11:00|2|0:30:46|0|
11|sensir|18|0:51:55|0:04:56|0|0:22:14|0|0:51:55|0|
12|x____x|18|0:52:25|0:02:26|0|0:15:26|0|0:52:25|0|
13|nevergiveup|18|0:52:38|0:06:48|0|0:13:03|0|0:52:38|0|
14|wormtooth|18|0:52:57|0:04:13|0|0:10:49|0|0:52:57|0|
15|dettier|18|0:55:37|0:06:27|0|0:18:40|1|0:45:37|0|
16|2wsx2wsx2wsx|18|0:56:16|0:15:55|0|0:08:19|1|0:46:16|0|
17|jinchun.zhan|18|0:57:19|0:37:19|0|0:37:04|2|0:24:21|0|
18|liu31|18|1:01:06|0:11:32|0|0:08:47|0|0:51:06|1|
19|RyanMuQ|18|1:01:29|0:04:04|0|0:10:48|0|1:01:29|0|
20|Codementine|18|1:03:06|0:07:26|0|0:17:56|0|1:03:06|0|
21|mrkam|18|1:04:39|0:06:21|0|0:16:54|0|0:54:39|1|
22|orzzzl|18|1:05:33|0:04:33|0|0:12:37|1|0:55:33|0|
23|huyqut|18|1:06:45|0:05:06|0|0:15:38|0|1:06:45|0|
24|shiyuji|18|1:07:04|0:02:16|0|0:08:00|0|1:07:04|0|
25|Usain|18|1:08:34|0:02:33|0|0:11:19|2|0:48:34|0|
26|ziyeqinghan|18|1:09:20|0:03:32|0|0:11:56|1|0:59:20|0|
27|lijinglun|18|1:09:31|0:11:43|0|0:20:21|0|1:09:31|0|
28|watanuo|18|1:12:10|0:07:29|0|0:37:24|0|1:12:10|0|
29|athena|18|1:12:44|0:06:53|0|0:23:46|0|1:12:44|0|
30|xuan18|18|1:12:46|0:04:51|0|0:11:56|1|1:02:46|0|
31|seeker_13|18|1:13:11|0:05:53|0|0:26:03|0|1:13:11|0|
32|huchun87|18|1:13:21|0:02:37|0|0:11:02|0|1:13:21|0|
33|pooja_kanchan@hotmail.com|18|1:14:06|0:04:31|0|0:21:45|0|1:14:06|0|
34|wangm12|18|1:14:19|0:04:17|0|0:19:45|2|0:54:19|0|
35|lixx2100|18|1:14:30|0:02:58|0|0:10:33|0|0:54:30|2|
36|tckwok0|18|1:16:14|0:19:29|0|0:31:46|1|1:06:14|0|
37|mgch|18|1:16:29|0:02:13|0|0:08:47|0|1:06:29|1|
38|derekhh|18|1:17:11|0:57:11|1|0:05:43|0|0:41:38|1|
39|EnderZ|18|1:17:33|0:07:04|0|0:13:19|0|1:07:33|1|
40|yen-thanh|18|1:18:25|0:02:30|0|0:09:28|1|0:58:25|1|
41|AlexInTown|18|1:18:44|0:22:23|0|0:29:26|0|1:18:44|0|
42|y119777|18|1:18:57|0:15:21|0|0:11:48|0|1:08:57|1|
43|shouyan|18|1:19:43|0:06:56|0|0:14:05|0|1:19:43|0|
44|o_sharp|18|1:20:23|0:03:32|0|0:07:53|0|1:10:23|1|
45|yang1e|18|1:21:25|0:07:15|0|0:16:17|1|1:01:25|1|
46|wgl|18|1:22:32|0:06:07|0|0:24:33|1|1:12:32|0|
47|emjordan|18|1:22:50|0:09:03|0|0:16:35|0|1:22:50|0|
48|YidongLiu|18|1:23:13|0:10:42|0|0:37:21|3|0:53:13|0|
49|terranw|18|1:23:15|0:03:36|0|0:09:13|0|1:23:15|0|
50|awice|18|1:23:20|0:11:25|0|0:22:39|1|0:53:20|2|
51|endoplasmic1357|18|1:24:18|0:08:25|0|0:19:22|1|1:14:18|0|
52|ruben3|18|1:24:42|0:10:34|0|0:31:07|0|1:24:42|0|
53|qian48|18|1:25:03|0:41:45|0|0:38:32|0|1:25:03|0|
54|poljanec|18|1:25:05|0:09:47|0|0:26:52|0|1:15:05|1|
55|yizhou_w|18|1:25:54|0:03:46|0|0:09:08|1|1:15:54|0|
56|dsaddasdasfsa|18|1:26:06|0:05:23|0|0:10:49|0|1:16:06|1|
57|sonicxp|18|1:27:13|0:04:45|0|0:13:14|0|1:17:13|1|
58|cttsai|18|1:27:23|0:06:32|0|0:27:51|1|1:17:23|0|
59|just_not_over_12|18|1:29:06|0:40:58|0|0:41:21|0|1:29:06|0|
60|ipt|18|1:29:49|0:14:53|0|0:11:04|0|1:29:49|0|
61|jiah|18|1:31:04|0:07:08|0|0:35:34|1|1:21:04|0|
62|jaysleetcode|18|1:31:10|0:05:21|0|0:20:04|0|1:11:10|2|
63|SimonWhu|18|1:32:25|0:06:04|0|0:20:32|0|1:22:25|1|
64|Johnny9L|18|1:32:31|0:03:32|0|0:25:36|1|1:22:31|0|
65|wangxlsb|18|1:34:06|0:03:41|0|0:14:06|1|1:04:06|2|
66|williamljb|18|1:34:12|0:02:14|0|0:07:49|2|0:54:12|2|
67|fishbyby|18|1:34:47|0:03:06|0|0:17:27|0|1:24:47|1|
68|pkgub|18|1:35:33|0:04:29|0|0:22:11|1|1:25:33|0|
69|anantinvent|18|1:36:31|0:05:40|0|0:19:37|0|1:26:31|1|
70|wsurvi|18|1:36:50|0:08:27|0|0:14:56|0|1:26:50|1|
71|varun37|18|1:38:15|0:15:28|0|0:35:35|0|1:28:15|1|
72|kejin|18|1:39:31|0:08:58|0|0:24:12|0|1:29:31|1|
73|29834829|18|1:42:24|0:03:19|0|0:09:45|0|1:02:24|4|
74|jsjtzyy|18|1:43:31|0:06:33|0|0:23:11|3|1:13:31|0|
75|bookshadow|18|1:44:05|0:03:30|0|0:30:56|2|1:24:05|0|
76|heavytail|18|1:44:21|0:03:46|0|0:16:45|4|1:04:21|0|
77|Irving_cl|18|1:45:49|0:03:20|0|0:14:53|3|1:15:49|0|
78|JustForWanShua|18|1:47:31|0:06:01|0|0:24:40|2|1:27:31|0|
79|suiyuan1992|18|1:47:41|0:03:48|0|0:10:12|0|1:27:41|2|
80|tashia|18|1:49:17|0:03:26|0|0:28:26|0|1:29:17|2|
81|kylejao|18|1:53:11|0:07:12|0|0:12:20|0|1:23:11|3|
82|shell32|18|1:53:42|0:08:53|0|0:20:20|1|1:23:42|2|
83|lk930121|18|1:55:19|1:25:19|0|0:38:46|2|1:22:35|1|
84|ShownZhou|18|1:57:06|0:05:21|0|0:13:04|0|1:17:06|4|
85|sanxi|18|1:57:26|0:05:44|0|0:18:27|0|1:17:26|4|
86|plus1sec|18|1:57:29|0:32:02|0|0:29:13|2|1:27:29|1|
87|DongDongDong|18|1:57:41|0:03:58|0|0:13:59|3|1:17:41|1|
88|ivan1994|18|2:06:21|0:05:19|0|0:27:03|3|1:26:21|1|
89|LiQuanlai|18|2:06:48|0:08:25|0|0:20:19|0|1:06:48|6|
90|oligophagy|18|2:14:03|1:14:03|0|1:12:15|5|0:55:15|1|
91|ffbh|18|2:24:47|0:04:35|0|0:18:13|2|1:24:47|4|
92|robp|18|3:21:54|0:04:50|1|0:37:26|10|1:21:54|1|
93|guolinsen123|15|1:52:43|-1|-1|0:34:31|4|1:12:43|0|
94|Cassieli|15|1:54:37|-1|-1|0:36:28|1|1:14:37|3|
95|xiaobai321|15|2:03:21|-1|-1|0:21:19|5|1:13:21|0|
96|zhengyuyu123|9|0:09:20|0:03:09|0|0:09:20|0|-1|-1|
97|bingzhang|9|0:09:30|0:04:18|0|0:09:30|0|-1|-1|
98|forestschao|9|0:11:08|0:08:04|0|0:11:08|0|-1|-1|
99|xn1990114|9|0:11:10|0:04:36|0|0:11:10|0|-1|-1|
100|wcwswswws|9|0:11:38|0:04:07|0|0:11:38|0|-1|-1|
101|wqqafnd|9|0:11:56|0:03:52|0|0:11:56|0|-1|-1|
102|cemilcanfb|9|0:12:05|0:05:03|0|0:12:05|0|-1|-1|
103|Sin27|9|0:12:18|0:07:46|0|0:12:18|0|-1|-1|
104|hendi.lie.5|9|0:12:24|0:06:27|0|0:12:24|0|-1|-1|
105|yuwy08|9|0:12:46|0:06:50|0|0:12:46|0|-1|-1|
106|lovedsp210|9|0:14:04|0:05:42|0|0:14:04|0|-1|-1|
107|tony0055|9|0:14:14|0:08:00|0|0:14:14|0|-1|-1|
108|hanli|9|0:14:19|0:05:02|0|0:14:19|0|-1|-1|
109|shaojiang|9|0:14:21|0:06:22|0|0:14:21|0|-1|-1|
110|mgispk|9|0:14:26|0:04:33|0|0:14:26|0|-1|-1|
111|ske47|9|0:14:41|0:06:43|0|0:14:41|0|-1|-1|
112|liulike|9|0:14:51|0:04:05|0|0:14:51|0|-1|-1|
113|nijixuchao|9|0:14:58|0:06:34|0|0:14:58|0|-1|-1|
114|lsvih|9|0:16:00|0:06:18|0|0:16:00|0|-1|-1|
115|zyxwvu164|9|0:16:03|0:16:03|0|0:14:43|0|-1|-1|
116|vishaljohri|9|0:16:10|0:06:23|0|0:16:10|0|-1|-1|
117|lucyG|9|0:16:15|0:05:21|0|0:16:15|0|-1|-1|
118|zhang50|9|0:16:17|0:06:49|0|0:16:17|0|-1|-1|
119|Ernest666|9|0:16:22|0:16:22|0|0:11:01|0|-1|-1|
120|Manashi|9|0:16:59|0:06:06|0|0:16:59|0|-1|-1|
121|forviva|9|0:17:07|0:06:50|0|0:17:07|0|-1|-1|
122|chnsht|9|0:17:14|0:03:51|0|0:17:14|0|-1|-1|
123|babyLiyuan|9|0:17:17|0:05:21|0|0:17:17|0|-1|-1|
124|1a2012|9|0:17:37|0:05:08|0|0:17:37|0|-1|-1|
125|ranjana|9|0:17:40|0:04:37|0|0:17:40|0|-1|-1|
126|sbdust|9|0:17:41|0:08:57|0|0:17:41|0|-1|-1|
127|cuiaoxiang|9|0:17:50|0:02:20|0|0:07:50|1|-1|-1|
128|ChessK|9|0:17:52|0:09:03|0|0:17:52|0|-1|-1|
129|jinsheng|9|0:18:12|0:18:12|0|0:15:57|0|-1|-1|
130|opmiss|9|0:18:16|0:06:55|0|0:18:16|0|-1|-1|
131|mengjintao|9|0:18:28|0:03:40|0|0:18:28|0|-1|-1|
132|liyinhgqw|9|0:18:29|0:07:17|0|0:18:29|0|-1|-1|
133|amitabh4000|9|0:18:32|0:09:37|0|0:18:32|0|-1|-1|
134|allister|9|0:18:32|0:11:50|0|0:18:32|0|-1|-1|
135|megaspazz|9|0:18:40|0:04:42|0|0:08:40|1|-1|-1|
136|cchao|9|0:18:45|0:02:59|0|0:08:45|1|-1|-1|
137|zyzkakaws|9|0:18:46|0:04:09|0|0:18:46|0|-1|-1|
138|bcd_dbc|9|0:18:49|0:03:19|0|0:18:49|0|-1|-1|
139|jibuzhu01|9|0:19:07|0:04:13|0|0:19:07|0|-1|-1|
140|zhoulingyan19900228|9|0:19:11|0:10:54|0|0:19:11|0|-1|-1|
141|shawngao|9|0:19:14|0:08:00|0|0:19:14|0|-1|-1|
142|hardik0211|9|0:19:19|0:06:19|0|0:19:19|0|-1|-1|
143|yiquan|9|0:19:24|0:05:17|0|0:19:24|0|-1|-1|
144|gillmylady|9|0:19:29|0:10:06|0|0:19:29|0|-1|-1|
145|mohammadzzamani|9|0:20:13|0:20:13|0|0:18:28|0|-1|-1|
146|ibmtp380|9|0:20:19|0:05:39|0|0:20:19|0|-1|-1|
147|lazybuddy|9|0:20:22|0:18:55|0|0:20:22|0|-1|-1|
148|p--|9|0:20:22|0:10:53|0|0:20:22|0|-1|-1|
149|ameyaraje|9|0:20:26|0:10:34|0|0:20:26|0|-1|-1|
150|y2m3|9|0:20:27|0:06:44|0|0:20:27|0|-1|-1|
151|nevgivin|9|0:20:53|0:06:56|0|0:20:53|0|-1|-1|
152|pxk5958|9|0:20:55|0:11:05|0|0:20:55|0|-1|-1|
