Rank Name Score Finish Time Q1 (3) Q2 (5) Q3 (6) Q4 (9)
1|Hexadecimal|23|0:12:20|0:02:40|0|0:06:39|0|0:07:58|0|0:12:20|0|
2|hanshaohey|23|0:32:09|0:20:08|1|0:21:31|0|0:22:12|0|0:27:09|0|
3|perfectpan|23|0:32:32|0:06:35|0|0:12:28|0|0:21:02|0|0:32:32|0|
4|nhho|23|0:34:20|0:06:19|0|0:08:40|1|0:10:26|0|0:29:20|0|
5|beet|23|0:36:31|0:03:28|0|0:08:33|0|0:36:31|0|0:25:25|0|
6|613|23|0:41:06|0:06:03|0|0:10:24|0|0:16:40|0|0:36:06|1|
7|ryanwang|23|0:42:04|0:05:27|0|0:08:23|0|0:15:17|0|0:42:04|0|
8|superluminal|23|0:42:10|0:03:15|1|0:06:32|0|0:10:38|0|0:37:10|0|
9|uwi|23|0:43:05|0:21:21|0|0:08:24|0|0:12:44|0|0:43:05|0|
10|giftwei|23|0:45:58|0:07:31|0|0:13:53|0|0:20:27|0|0:45:58|0|
11|FoolPerson|23|0:46:03|0:11:33|0|0:16:26|0|0:41:03|1|0:36:16|0|
12|jprakhar77|23|0:46:58|0:03:42|0|0:08:26|0|0:15:02|0|0:46:58|0|
13|mrhhsmr|23|0:47:27|0:20:07|0|0:15:00|0|0:18:57|0|0:47:27|0|
14|palayutm|23|0:48:02|0:03:36|0|0:08:54|0|0:12:35|0|0:48:02|0|
15|cthbst|23|0:50:10|0:04:26|0|0:07:52|0|0:15:41|0|0:50:10|0|
16|liouzhou_101|23|0:51:10|0:03:28|0|0:46:10|0|0:11:38|0|0:37:48|1|
17|multipass|23|0:52:37|0:02:50|0|0:16:51|0|0:10:54|0|0:47:37|1|
18|natsugiri|23|0:53:33|0:03:25|0|0:09:34|0|0:14:04|0|0:53:33|0|
19|alexlinzhai|23|0:55:19|0:04:44|0|0:28:27|1|0:17:47|0|0:50:19|0|
20|IrisGuo|23|0:57:42|0:07:01|0|0:19:12|0|0:20:16|0|0:57:42|0|
21|Laurant|23|0:58:31|0:38:33|0|0:22:43|0|0:12:45|0|0:58:31|0|
22|deadRabbit|23|0:58:54|0:05:19|0|0:33:38|2|0:24:24|0|0:48:54|0|
23|JOHNKRAM|23|0:59:34|0:19:15|0|0:33:34|1|0:39:56|1|0:49:34|0|
24|krists|23|0:59:36|0:04:20|0|0:09:43|0|0:15:55|0|0:54:36|1|
25|YangZhenjian|23|0:59:39|0:04:31|0|0:14:56|2|0:23:40|0|0:49:39|0|
26|Qianqiu_Xin|23|0:59:42|0:09:21|0|0:54:42|0|0:35:57|0|0:43:21|1|
27|ziyeqinghan|23|0:59:50|0:10:14|0|0:15:41|0|0:22:05|0|0:54:50|1|
28|Fr0benius|23|1:01:25|0:03:20|0|0:30:55|0|0:15:41|0|1:01:25|0|
29|Xuderian|23|1:01:57|0:06:13|0|0:09:24|0|0:15:08|1|0:51:57|1|
30|ZhongnianTao|23|1:02:49|0:03:42|0|0:47:49|1|0:11:36|0|0:41:57|2|
31|huzecong|23|1:04:42|0:04:56|0|0:08:29|0|0:12:46|0|0:49:42|3|
32|suiyuan1992|23|1:05:03|0:06:04|0|0:15:27|0|0:20:19|0|1:05:03|0|
33|kzyKT|23|1:05:10|0:04:29|0|0:20:28|2|0:26:19|0|0:55:10|0|
34|betrue12|23|1:05:57|0:04:29|0|0:08:54|0|0:16:39|0|1:05:57|0|
35|pjincz|23|1:06:39|0:03:32|0|0:14:51|0|0:08:41|0|1:01:39|1|
36|RadianceSheep|23|1:06:39|0:04:35|0|0:12:54|0|0:21:25|0|1:06:39|0|
