Rank Name Score Finish Time Q1 (1) Q2 (1) Q3 (1)
1|sensir|3|0:43:29|0:03:17|0|0:14:57|0|0:33:29|1|
2|yaoshun|3|1:07:51|0:09:53|0|0:22:43|0|0:57:51|1|
3|dbdbdb|3|1:25:50|0:14:23|0|0:22:18|0|0:55:50|3|
4|y119777|3|1:31:26|0:06:41|0|0:28:34|0|1:21:26|1|
5|messfish|3|1:35:55|0:07:34|0|0:26:06|0|1:15:55|2|
6|wcwswswws|3|1:44:56|0:13:43|0|0:14:00|0|1:44:56|0|
7|WinCloud|3|1:46:19|0:05:26|0|0:29:12|2|0:46:19|4|
8|jsjtzyy|3|1:51:02|0:05:35|0|0:24:28|0|1:41:02|1|
9|jinfu|3|1:54:33|0:07:56|0|0:44:19|1|1:34:33|1|
10|cjcfight|3|1:54:41|0:16:00|0|0:39:54|0|1:24:41|3|
11|tianye0032|3|1:56:12|0:08:08|0|0:23:35|0|1:26:12|3|
12|ccdd4211|3|1:57:15|1:02:59|1|1:14:25|0|1:47:15|0|
13|sanxi|3|1:57:29|0:09:51|0|0:39:23|0|1:37:29|2|
14|lzb700m|3|1:58:14|0:06:24|0|0:41:35|0|1:48:14|1|
15|xliu_92|3|1:58:53|0:06:14|0|0:24:23|0|1:28:53|3|
16|spnautilus|3|1:59:23|0:03:14|0|0:21:55|0|1:19:23|4|
17|zhenh_leet|3|2:02:29|0:10:12|0|0:39:50|0|1:52:29|1|
18|nehcdnr|3|2:04:44|0:08:52|0|0:24:04|0|1:44:44|2|
19|usingtc|3|2:05:47|0:05:00|1|0:34:31|0|1:35:47|2|
20|justindcheng|3|2:08:59|0:05:42|0|0:24:06|1|1:48:59|1|
21|atao|3|2:15:16|0:27:13|0|0:30:08|0|1:45:16|3|
22|2wsx2wsx2wsx|3|2:16:23|0:04:00|0|0:20:29|0|1:56:23|2|
23|dabottle|3|2:20:49|0:06:53|0|0:37:00|3|1:40:49|1|
24|SergeyTachenov|3|2:23:26|0:10:37|0|0:49:50|1|2:03:26|1|
25|dettier|3|2:24:24|0:06:54|0|0:26:45|0|1:54:24|3|
26|xiaoxin1|3|2:28:46|0:21:49|0|0:14:51|0|1:38:46|5|
27|hutuxian|3|2:36:24|0:12:46|0|0:37:23|1|1:26:24|6|
28|gaoxiaobin|3|2:37:18|0:03:01|0|0:32:29|1|2:07:18|2|
29|xsymjz|3|2:43:39|0:39:02|0|2:23:39|0|2:04:16|2|
30|colinlee1999|3|2:45:32|0:10:52|0|0:19:31|0|2:15:32|3|
31|ggcjava|3|2:46:04|0:14:29|0|2:24:52|0|2:26:04|2|
32|stepheno|3|2:50:11|0:12:04|1|0:58:17|1|2:10:11|2|
33|hoho2000hoho|3|2:50:18|0:04:15|0|0:18:53|0|2:20:18|3|
34|hxtang|3|2:52:23|0:26:12|0|0:33:49|0|2:12:23|4|
35|twlabc123|3|2:52:26|0:09:22|0|0:24:40|1|2:12:26|3|
36|liweiran0|3|2:54:29|0:10:46|0|2:04:29|1|1:18:34|4|
37|forestschao|3|3:03:19|0:25:01|0|2:03:19|5|1:21:25|1|
38|jugg1024|3|3:09:42|0:12:25|0|0:47:27|0|1:59:42|7|
39|chiuyeelau|3|3:10:22|0:05:45|0|1:08:46|4|1:50:22|4|
40|sneffort|3|3:13:49|0:06:42|0|1:17:33|1|2:23:49|4|
41|rongrong118|3|3:20:33|0:38:16|0|1:31:00|3|2:10:33|3|
42|yuzjustc|3|3:21:46|0:19:20|0|0:38:56|3|2:11:46|4|
43|lbjlc|3|3:24:28|0:10:55|0|0:16:41|0|2:24:28|6|
44|fangyh09|3|3:25:12|0:09:45|0|0:28:09|1|2:25:12|5|
45|hasayake|3|3:28:33|0:06:47|0|0:13:47|0|2:28:33|6|
46|sxycwzwzq|3|3:43:07|0:19:15|0|0:40:27|0|2:23:07|8|
47|humminghen|3|3:57:22|0:09:18|0|0:27:24|0|2:07:22|11|
48|imabhishekl|3|3:57:56|0:10:37|0|1:23:46|6|2:27:56|3|
49|0222_|3|3:59:05|0:19:48|2|0:29:07|1|2:29:05|6|
50|lixx2100|3|3:59:33|0:02:59|0|0:20:24|0|2:29:33|9|
51|Xilai626|3|4:19:16|0:05:25|0|0:36:08|0|2:19:16|12|
52|remdy21|3|6:34:08|0:16:12|0|1:17:14|4|2:24:08|21|
53|Dauphin7|3|10:04:53|0:23:17|6|1:15:30|30|2:14:53|11|
54|mrain|2|0:18:29|0:03:44|0|0:18:29|0|-1|-1|
55|robinyqiu|2|0:20:15|0:05:46|0|0:20:15|0|-1|-1|
56|jchoi|2|0:21:27|0:16:22|0|0:21:27|0|-1|-1|
57|answeror|2|0:22:59|0:04:20|0|0:22:59|0|-1|-1|
58|zhiqing_xiao|2|0:23:17|0:03:40|0|0:13:17|1|-1|-1|
59|anorange0409|2|0:23:39|0:12:28|0|0:23:39|0|-1|-1|
60|monkyu|2|0:24:37|0:07:22|0|0:24:37|0|-1|-1|
61|yunyun123|2|0:26:09|0:06:42|0|0:26:09|0|-1|-1|
62|llyou|2|0:26:33|0:11:05|0|0:26:33|0|-1|-1|
63|lozy219|2|0:26:46|0:09:03|0|0:26:46|0|-1|-1|
64|mightyvoice|2|0:27:19|0:11:00|0|0:17:19|1|-1|-1|
65|wangsenyuan|2|0:27:26|0:05:47|0|0:27:26|0|-1|-1|
66|fieryoOo|2|0:27:41|0:16:10|0|0:27:41|0|-1|-1|
67|wddd|2|0:27:54|0:04:40|0|0:27:54|0|-1|-1|
68|zwzhang|2|0:29:00|0:10:17|0|0:29:00|0|-1|-1|
69|Erick111|2|0:29:13|0:07:09|0|0:29:13|0|-1|-1|
70|williamljb|2|0:30:24|0:17:51|1|0:20:24|0|-1|-1|
71|Neilhahaha|2|0:30:41|0:24:40|0|0:30:41|0|-1|-1|
72|tomsaimins|2|0:31:24|0:08:23|0|0:31:24|0|-1|-1|
73|brucewayne12|2|0:31:56|0:10:41|0|0:31:56|0|-1|-1|
74|cuijing1991|2|0:32:11|0:14:44|0|0:32:11|0|-1|-1|
75|ReeeStart|2|0:32:22|0:07:35|0|0:32:22|0|-1|-1|
