Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
1|sserxhs|18|0:07:16|0:01:35|0|0:03:19|0|0:05:43|0|0:07:16|0|
2|endlesscheng|18|0:08:09|0:08:09|0|0:07:16|0|0:07:19|0|0:07:23|0|
3|hongrock|18|0:09:31|0:00:51|0|0:02:39|0|0:07:20|0|0:09:31|0|
4|tiger2005|18|0:09:32|0:03:25|0|0:03:59|0|0:09:32|0|0:09:23|0|
5|sweet-villanijaz|18|0:09:41|0:00:48|0|0:03:35|0|0:07:08|0|0:09:41|0|
6|py-is-best-lang|18|0:12:03|0:01:46|0|0:05:40|0|0:09:15|0|0:12:03|0|
7|Three_Wayne|18|0:12:08|0:11:42|0|0:11:48|0|0:11:58|0|0:12:08|0|
8|tsreaper|18|0:12:32|0:00:45|0|0:02:39|0|0:05:48|0|0:12:32|0|
9|jin-yu-man-tang-5|18|0:12:42|0:01:21|0|0:03:50|0|0:09:05|0|0:12:42|0|
10|Gardenia|18|0:12:47|0:01:23|0|0:05:16|0|0:09:47|0|0:12:47|0|
11|infallible-i3anach5b9|18|0:12:47|0:06:38|0|0:06:28|0|0:06:19|0|0:12:47|0|
12|skyflaming|18|0:13:06|0:03:59|0|0:07:11|0|0:11:20|0|0:13:06|0|
13|hitcslj|18|0:13:18|0:01:42|0|0:04:07|0|0:10:40|0|0:13:18|0|
14|cuiaoxiang|18|0:13:21|0:00:54|0|0:05:40|0|0:09:10|0|0:13:21|0|
15|pandaforever|18|0:13:22|0:08:19|0|0:09:08|0|0:09:55|0|0:13:22|0|
16|FreeYourMind|18|0:14:05|0:00:43|0|0:03:12|0|0:06:39|1|0:09:05|0|
17|gooday-3|18|0:14:24|0:01:17|0|0:05:14|0|0:10:35|0|0:14:24|0|
18|Ujimatsu_Chiya|18|0:14:45|0:01:13|0|0:03:58|0|0:08:45|0|0:14:45|0|
19|cjycleaner|18|0:14:47|0:01:10|0|0:02:46|0|0:06:49|0|0:14:47|0|
20|JOHNKRAM|18|0:15:03|0:01:07|0|0:03:43|0|0:06:52|0|0:10:03|1|
21|Ma_Lin|18|0:15:16|0:07:03|0|0:08:14|0|0:12:12|0|0:15:16|0|
22|w285714|18|0:15:18|0:00:48|0|0:03:09|0|0:07:37|1|0:10:18|0|
23|sisyphus3|18|0:15:20|0:09:46|0|0:10:20|1|0:09:31|0|0:09:15|0|
24|sierpinski-f|18|0:15:23|0:12:36|0|0:12:45|0|0:13:02|0|0:15:23|0|
25|uwi|18|0:15:32|0:15:32|0|0:14:13|0|0:07:29|0|0:10:50|0|
26|kumarapoorv617|18|0:15:41|0:12:03|0|0:10:59|0|0:15:41|0|0:10:34|0|
27|megurine|18|0:15:47|0:06:46|0|0:11:41|0|0:15:47|0|0:12:03|0|
28|silvernarcissus|18|0:15:56|0:00:58|0|0:03:38|0|0:09:11|0|0:15:56|0|
29|admiring-shockleyzns|18|0:16:00|0:01:04|0|0:08:08|0|0:13:30|0|0:16:00|0|
30|heal|18|0:16:11|0:00:53|0|0:03:48|0|0:09:29|0|0:16:11|0|
31|kmjp|18|0:16:13|0:08:55|0|0:09:01|0|0:09:28|0|0:16:13|0|
32|lucifer1006|18|0:16:27|0:00:54|0|0:03:09|0|0:08:26|0|0:11:27|1|
33|VimT|18|0:16:40|0:01:14|0|0:06:14|0|0:10:27|0|0:16:40|0|
34|danielchandg|18|0:16:43|0:16:33|0|0:12:50|0|0:16:43|0|0:11:38|0|
35|eloquent-carson9uc|18|0:16:48|0:16:48|0|0:15:42|0|0:10:30|0|0:01:47|0|
36|relaxed-yalowzt2|18|0:17:23|0:01:00|0|0:08:46|0|0:13:37|0|0:17:23|0|
37|sheepforever|18|0:17:50|0:11:26|0|0:11:15|0|0:10:54|0|0:17:50|0|
38|biharicoder|18|0:17:51|0:13:36|0|0:12:47|0|0:17:51|0|0:08:12|0|
39|PyIsTheBestLang|18|0:17:56|0:01:08|0|0:09:05|1|0:11:30|0|0:12:56|0|
40|981377660LMT|18|0:18:04|0:01:34|0|0:09:22|0|0:18:04|0|0:13:27|0|
41|waakaaka|18|0:18:12|0:06:46|0|0:13:48|0|0:18:12|0|0:09:08|0|
42|stupidRR|18|0:18:14|0:18:14|0|0:17:01|0|0:13:28|0|0:09:41|0|
43|fmota|18|0:18:17|0:13:17|0|0:08:20|0|0:12:32|0|0:09:30|1|
44|IceKnight1093|18|0:18:23|0:10:37|0|0:13:10|0|0:16:09|0|0:18:23|0|
45|gcasd001-e|18|0:18:32|0:02:02|0|0:08:42|0|0:14:17|0|0:18:32|0|
46|Fzldq|18|0:18:43|0:01:39|0|0:06:24|0|0:13:58|0|0:18:43|0|
47|PurpleCrayon|18|0:18:48|0:07:28|0|0:11:58|1|0:13:39|0|0:13:48|0|
48|urimaj|18|0:18:55|0:07:27|0|0:11:13|0|0:17:24|0|0:18:55|0|
49|sigma-yyf|18|0:18:56|0:13:56|0|0:12:41|0|0:09:58|1|0:07:25|0|
50|newhar|18|0:18:58|0:01:06|0|0:06:04|0|0:10:55|0|0:18:58|0|
51|0x3f66616e|18|0:19:03|0:01:07|0|0:08:53|0|0:16:14|0|0:19:03|0|
52|arignote|18|0:19:04|0:13:44|0|0:13:17|0|0:13:37|0|0:14:04|1|
53|nevergiveup|18|0:19:06|0:08:12|0|0:06:44|0|0:12:57|0|0:19:06|0|
54|gu-lu-gu-lu-guai-t|18|0:19:07|0:01:26|0|0:05:40|0|0:11:28|0|0:19:07|0|
55|modest-turingukv|18|0:19:13|0:16:11|0|0:09:41|0|0:14:30|0|0:19:13|0|
56|OTTFF|18|0:19:29|0:13:00|0|0:13:55|0|0:19:29|0|0:14:31|0|
57|DylanSmith|18|0:19:47|0:10:36|0|0:15:11|0|0:19:47|0|0:12:25|0|
58|rain-sure|18|0:19:51|0:01:41|0|0:05:38|0|0:09:52|0|0:19:51|0|
59|laughing-parepvg|18|0:19:54|0:11:05|0|0:16:02|0|0:19:54|0|0:11:01|0|
60|Homie_Lander7|18|0:20:05|0:12:21|0|0:20:05|0|0:12:11|0|0:16:00|0|
61|mhasan01|18|0:20:07|0:18:18|0|0:20:07|0|0:19:32|0|0:18:00|0|
62|d_ananta_|18|0:20:51|0:09:32|0|0:12:47|0|0:16:25|0|0:20:51|0|
63|hum|18|0:20:59|0:20:59|0|0:20:50|0|0:20:39|0|0:20:29|0|
64|teacher-six|18|0:21:18|0:20:31|0|0:20:25|0|0:20:54|0|0:21:18|0|
65|envyaims|18|0:21:27|0:16:27|0|0:15:45|0|0:13:37|0|0:10:28|1|
66|U_U|18|0:21:32|0:10:13|0|0:15:48|0|0:16:33|0|0:21:32|0|
67|KR_HayoungSong|18|0:21:54|0:09:19|0|0:09:27|0|0:09:01|0|0:16:54|1|
68|shakugan_no_shana|18|0:22:16|0:05:24|0|0:09:28|0|0:13:54|0|0:22:16|0|
69|shangzhq007|18|0:22:18|0:00:57|0|0:05:10|0|0:09:48|0|0:22:18|0|
70|Turkhuu|18|0:22:31|0:08:21|0|0:11:10|0|0:15:07|0|0:22:31|0|
71|wu-ya-ai-chi-tang|18|0:22:46|0:01:24|0|0:06:06|1|0:12:02|0|0:17:46|0|
72|vonrong|18|0:22:51|0:17:51|0|0:17:43|0|0:13:13|0|0:12:18|1|
73|larisyang|18|0:22:55|0:15:52|0|0:16:33|0|0:17:03|0|0:22:55|0|
74|murphy-ivu|18|0:23:08|0:23:08|0|0:22:58|0|0:22:49|0|0:22:40|0|
75|KyouMoKawaii|18|0:23:10|0:12:44|0|0:14:06|0|0:16:07|1|0:18:10|0|
76|ritik_369|18|0:23:15|0:23:15|0|0:21:20|0|0:17:04|0|0:12:01|0|
77|friedall|18|0:23:19|0:09:34|0|0:09:35|1|0:12:30|0|0:18:19|0|
78|hughstudy-n|18|0:23:30|0:23:30|0|0:21:19|0|0:13:17|0|0:08:24|0|
79|itzRaghav|18|0:23:33|0:17:16|0|0:17:05|0|0:18:06|0|0:23:33|0|
80|cranky-mendelulz|18|0:23:37|0:04:11|0|0:09:08|0|0:15:09|0|0:23:37|0|
81|lichen-7i|18|0:23:38|0:04:00|0|0:07:42|0|0:18:38|1|0:02:30|0|
82|WanderOvO|18|0:23:41|0:01:03|0|0:08:14|0|0:19:48|0|0:23:41|0|
83|Yawn_Sean|18|0:23:46|0:13:02|0|0:12:53|0|0:13:46|2|0:12:42|0|
84|an-zhu-yi|18|0:23:46|0:02:37|0|0:06:45|0|0:17:12|0|0:23:46|0|
85|hato-8|18|0:23:53|0:00:56|0|0:05:54|0|0:18:25|0|0:23:53|0|
86|lee0560|18|0:24:04|0:02:24|0|0:06:51|0|0:12:20|0|0:24:04|0|
87|Wibo|18|0:24:04|0:09:40|0|0:13:07|0|0:17:34|0|0:24:04|0|
88|qdd1999|18|0:24:12|0:19:12|0|0:18:09|0|0:16:32|0|0:11:39|1|
89|wincss|18|0:24:52|0:01:15|0|0:04:48|0|0:12:08|0|0:24:52|0|
90|hyxhyxhyx233|18|0:24:57|0:08:01|0|0:12:02|1|0:17:41|0|0:19:57|0|
91|yoochun|18|0:24:58|0:01:23|0|0:08:24|0|0:15:48|0|0:24:58|0|
92|lddlinan|18|0:25:06|0:00:56|0|0:04:24|1|0:08:26|0|0:20:06|0|
93|sumon_1212|18|0:25:07|0:10:03|0|0:15:46|0|0:07:54|0|0:25:07|0|
94|rgb234rgb|18|0:25:15|0:01:11|0|0:05:51|0|0:11:01|0|0:20:15|1|
95|sykobeli|18|0:25:22|0:09:13|0|0:13:35|0|0:18:54|0|0:25:22|0|
96|ajingo|18|0:25:35|0:04:57|0|0:10:49|0|0:20:09|0|0:25:35|0|
97|sammochen|18|0:25:37|0:18:15|0|0:25:37|0|0:17:55|0|0:17:30|0|
98|MKLOL|18|0:25:47|0:19:20|0|0:25:47|0|0:14:30|0|0:17:53|0|
99|roy-101|18|0:26:06|0:02:39|0|0:06:41|0|0:13:29|1|0:21:06|0|
100|JeffreyLC|18|0:26:18|0:10:29|0|0:15:54|0|0:12:18|0|0:26:18|0|
101|STARs_56789|18|0:26:25|0:26:03|0|0:26:07|0|0:26:15|0|0:26:25|0|
102|_priyanshu_101_|18|0:26:42|0:26:42|0|0:24:44|0|0:16:26|0|0:08:54|0|
103|chou-dao-duan-shui-h|18|0:26:47|0:01:34|0|0:10:14|0|0:16:55|0|0:26:47|0|
104|feng-tai-lang-7|18|0:26:47|0:01:20|0|0:08:02|1|0:13:01|0|0:21:47|0|
105|fuwutu|18|0:26:52|0:01:49|0|0:05:43|0|0:12:35|0|0:21:52|1|
106|daoqi|18|0:26:58|0:21:00|0|0:20:50|0|0:21:58|1|0:20:32|0|
107|agitated-albattanil1g|18|0:27:04|0:26:07|0|0:15:20|0|0:15:17|0|0:27:04|0|
108|qingczha|18|0:27:12|0:03:08|0|0:07:36|2|0:11:31|0|0:17:12|0|
109|Abhi_Srivastava|18|0:27:32|0:11:44|0|0:18:27|1|0:22:32|0|0:10:54|0|
110|affectionate-volhardhhg|18|0:27:50|0:27:50|0|0:26:54|0|0:23:27|0|0:21:17|0|
111|omipus|18|0:27:51|0:01:51|0|0:05:51|0|0:15:16|0|0:27:51|0|
