Rank Name Score Finish Time Q1 (3) Q2 (4) Q3 (5) Q4 (6)
1|awice|18|0:09:06|0:02:10|0|0:02:16|0|0:05:15|0|0:09:06|0|
2|zerotrac2|18|0:09:44|0:01:26|0|0:02:53|0|0:07:04|0|0:09:44|0|
3|LayCurse|18|0:10:20|0:01:53|0|0:03:50|0|0:06:39|0|0:10:20|0|
4|xiaowuc1|18|0:10:36|0:01:45|0|0:03:00|0|0:06:24|0|0:10:36|0|
5|hank55663|18|0:10:38|0:01:16|0|0:02:19|0|0:05:33|0|0:10:38|0|
6|JOHNKRAM|18|0:11:14|0:02:33|0|0:03:54|0|0:06:22|0|0:11:14|0|
7|jonathanirvings|18|0:11:16|0:01:28|0|0:02:44|0|0:06:54|0|0:11:16|0|
8|natsugiri|18|0:12:13|0:02:31|0|0:05:09|0|0:07:45|0|0:12:13|0|
9|skywalkert|18|0:12:28|0:02:12|0|0:03:50|0|0:06:48|0|0:12:28|0|
10|emthrm|18|0:13:37|0:02:03|0|0:03:58|0|0:09:23|0|0:13:37|0|
11|srikkanthr|18|0:13:37|0:02:29|0|0:04:37|0|0:08:12|0|0:13:37|0|
12|riantkb|18|0:13:47|0:02:48|0|0:05:16|0|0:08:57|0|0:13:47|0|
13|Heltion|18|0:14:30|0:01:27|0|0:02:36|0|0:04:39|0|0:14:30|0|
14|liouzhou_101|18|0:14:57|0:01:38|0|0:02:57|0|0:06:58|0|0:14:57|0|
15|yubowenok|18|0:15:13|0:02:30|0|0:04:36|0|0:08:43|0|0:15:13|0|
16|LarryNY|18|0:15:17|0:02:33|0|0:04:32|0|0:08:44|0|0:15:17|0|
17|suzyzhang|18|0:15:18|0:01:28|0|0:03:17|0|0:12:52|0|0:15:18|0|
18|ianwong1999|18|0:15:30|0:02:47|0|0:04:44|0|0:07:03|0|0:15:30|0|
19|jtjl|18|0:15:55|0:02:15|0|0:03:42|0|0:08:57|0|0:15:55|0|
20|darrenhp|18|0:16:12|0:01:50|0|0:04:16|0|0:09:35|0|0:16:12|0|
21|Roka|18|0:16:23|0:01:48|0|0:07:36|0|0:05:10|0|0:16:23|0|
22|kmjp|18|0:16:36|0:01:38|0|0:03:06|0|0:07:11|0|0:11:36|1|
23|marmot0814|18|0:16:45|0:02:30|0|0:04:15|0|0:08:07|0|0:16:45|0|
24|jasonvictoryan|18|0:17:03|0:02:28|0|0:03:50|0|0:09:33|0|0:17:03|0|
25|ji-gong|18|0:17:23|0:01:23|0|0:04:05|0|0:08:27|0|0:17:23|0|
26|ZhuolinYang|18|0:17:32|0:15:09|0|0:17:32|0|0:13:58|0|0:06:58|0|
27|dong-yang-8|18|0:17:44|0:02:06|1|0:04:00|0|0:06:11|0|0:12:44|0|
28|EmKjp|18|0:17:49|0:03:29|0|0:06:13|0|0:09:48|0|0:17:49|0|
29|betot43863|18|0:18:12|0:05:14|0|0:10:05|0|0:13:46|0|0:18:12|0|
30|QingchuanZhang-Microsoft|18|0:18:33|0:02:02|0|0:07:53|0|0:10:43|0|0:18:33|0|
31|sas4eka|18|0:18:34|0:04:17|0|0:07:45|0|0:11:28|0|0:18:34|0|
32|tian-tang-6|18|0:19:10|0:02:40|0|0:04:27|0|0:12:25|0|0:19:10|0|
33|PlusOneSecond|18|0:19:18|0:02:59|0|0:08:39|0|0:12:17|0|0:19:18|0|
34|_-owo-_|18|0:19:39|0:02:09|0|0:07:45|0|0:14:05|0|0:19:39|0|
35|tdteach|18|0:19:48|0:06:10|0|0:08:36|0|0:12:05|0|0:19:48|0|
36|jianzhi42|18|0:20:01|0:04:50|0|0:08:39|0|0:11:59|0|0:20:01|0|
37|yan_wei_zhe|18|0:20:33|0:02:43|0|0:05:21|0|0:10:50|0|0:20:33|0|
38|qqwqert007|18|0:20:39|0:02:15|0|0:09:31|0|0:14:48|0|0:20:39|0|
39|huangyuyang|18|0:20:41|0:01:48|0|0:08:34|0|0:05:05|0|0:20:41|0|
40|awaracoder|18|0:20:43|0:02:16|0|0:05:25|0|0:09:56|0|0:20:43|0|
41|tuogy|18|0:20:55|0:02:39|0|0:04:44|0|0:09:59|0|0:20:55|0|
42|noxe|18|0:21:05|0:02:20|0|0:04:54|0|0:21:05|0|0:16:03|0|
43|kweezy|18|0:21:10|0:01:56|0|0:04:55|0|0:09:25|0|0:21:10|0|
44|Adam-Jimenez|18|0:21:21|0:02:03|0|0:04:59|0|0:08:26|0|0:16:21|1|
45|wjli|18|0:21:26|0:01:17|0|0:03:03|0|0:05:36|0|0:16:26|1|
46|danieldumitran|18|0:21:34|0:02:52|0|0:09:17|0|0:13:36|0|0:21:34|0|
47|lz_askey|18|0:21:38|0:04:12|0|0:08:26|0|0:13:30|0|0:21:38|0|
48|ahsu198|18|0:21:58|0:02:54|0|0:09:20|0|0:15:54|0|0:21:58|0|
49|ASAPIN|18|0:22:00|0:01:38|0|0:02:42|0|0:05:55|0|0:12:00|2|
50|zhenguowcs|18|0:22:07|0:02:42|0|0:05:06|0|0:13:23|0|0:22:07|0|
51|Altynai|18|0:22:09|0:01:52|0|0:08:56|0|0:06:21|0|0:22:09|0|
52|gunawanlie|18|0:22:12|0:02:27|0|0:07:49|0|0:12:54|0|0:22:12|0|
53|_kay|18|0:22:19|0:03:32|0|0:06:34|0|0:13:21|0|0:22:19|0|
54|elvinyang|18|0:22:23|0:03:35|0|0:06:52|0|0:11:36|0|0:22:23|0|
55|apoorv1999|18|0:22:25|0:02:24|0|0:05:04|0|0:12:20|0|0:22:25|0|
56|farmerboy|18|0:22:46|0:02:14|0|0:06:20|0|0:11:16|0|0:22:46|0|
57|ychzhou|18|0:22:56|0:02:38|0|0:04:26|0|0:11:29|0|0:22:56|0|
58|_DAle_|18|0:23:01|0:02:37|0|0:04:37|0|0:23:01|0|0:17:30|0|
59|pku_erutan|18|0:23:02|0:01:20|0|0:06:44|0|0:09:51|0|0:23:02|0|
60|penguinhacker|18|0:23:11|0:03:26|0|0:04:42|0|0:13:58|0|0:18:11|1|
61|StevenDu|18|0:23:12|0:07:11|0|0:09:40|0|0:15:33|0|0:23:12|0|
62|lozy219|18|0:23:19|0:02:35|0|0:05:07|0|0:13:06|0|0:23:19|0|
63|becauseiambatman|18|0:23:20|0:02:43|0|0:05:37|0|0:10:58|0|0:23:20|0|
64|keyurpotdar|18|0:23:29|0:01:41|0|0:03:07|0|0:11:59|1|0:18:29|0|
65|RegenDSY|18|0:23:40|0:05:34|0|0:08:48|0|0:13:40|0|0:23:40|0|
66|kabeer27|18|0:24:01|0:02:11|0|0:07:10|0|0:19:01|1|0:14:05|0|
67|delphih|18|0:24:20|0:03:17|0|0:07:08|0|0:16:04|0|0:24:20|0|
68|bryanrpanjinata|18|0:24:27|0:04:29|0|0:06:48|0|0:10:08|0|0:24:27|0|
69|A_Separated|18|0:24:36|0:03:13|0|0:05:52|0|0:13:15|0|0:24:36|0|
70|lifran|18|0:24:38|0:03:24|0|0:08:35|0|0:13:24|0|0:24:38|0|
71|sleepybag|18|0:24:48|0:01:52|0|0:04:04|0|0:09:10|0|0:19:48|1|
72|ericzhang98|18|0:24:51|0:02:16|0|0:06:00|0|0:09:11|0|0:24:51|0|
73|OTTFF|18|0:24:54|0:05:11|0|0:05:15|0|0:10:02|0|0:24:54|0|
74|Akatsuki_|18|0:24:54|0:02:37|1|0:04:17|0|0:09:49|0|0:19:54|0|
75|iejepwy|18|0:25:08|0:03:49|0|0:08:33|0|0:14:23|0|0:25:08|0|
76|sansid|18|0:25:11|0:03:03|0|0:05:44|0|0:13:14|0|0:25:11|0|
77|nevergiveup|18|0:25:18|0:03:49|0|0:07:03|0|0:25:18|0|0:20:26|0|
78|moririn2528|18|0:25:23|0:03:15|1|0:07:30|0|0:13:33|0|0:20:23|0|
79|Mip182|18|0:25:31|0:10:38|0|0:13:48|0|0:25:31|0|0:20:22|0|
80|MesbahTanvir|18|0:25:31|0:04:20|0|0:06:49|0|0:13:42|0|0:25:31|0|
81|radiancesheep|18|0:25:34|0:01:38|0|0:03:31|0|0:09:40|1|0:20:34|0|
82|HanaYukii|18|0:25:37|0:02:54|0|0:05:13|0|0:11:07|0|0:20:37|1|
83|the-last-whisper|18|0:25:38|0:03:26|0|0:08:53|0|0:14:05|0|0:25:38|0|
84|A_Le_K|18|0:25:40|0:02:32|0|0:08:17|0|0:25:40|0|0:15:41|0|
85|hermanurikh|18|0:25:59|0:03:35|0|0:07:55|0|0:17:16|0|0:25:59|0|
86|mkawa222|18|0:26:01|0:04:26|0|0:09:46|0|0:14:38|0|0:26:01|0|
87|SaveVMK|18|0:26:01|0:01:41|0|0:08:55|0|0:11:48|0|0:26:01|0|
88|xyqkoala|18|0:26:06|0:05:31|0|0:07:52|0|0:16:24|0|0:26:06|0|
89|cjy-e|18|0:26:10|0:05:05|1|0:05:23|0|0:09:41|1|0:16:10|0|
90|tonyli0000|18|0:26:16|0:02:08|0|0:05:40|0|0:15:02|0|0:21:16|1|
91|rchaves|18|0:26:23|0:01:46|0|0:07:00|0|0:15:18|0|0:26:23|0|
92|mirosuaf|18|0:26:25|0:05:50|0|0:07:58|0|0:18:35|0|0:26:25|0|
93|Axurez|18|0:26:26|0:01:57|0|0:06:15|0|0:16:41|0|0:26:26|0|
94|aging|18|0:26:31|0:04:30|1|0:06:39|0|0:12:27|0|0:21:31|0|
95|chejianchao|18|0:26:37|0:03:34|0|0:05:48|0|0:11:42|0|0:26:37|0|
96|lddlinan|18|0:26:45|0:02:06|0|0:05:04|0|0:26:45|0|0:21:29|0|
97|orangezeit|18|0:26:46|0:02:13|0|0:05:04|0|0:15:07|0|0:26:46|0|
98|sheepv5|18|0:26:50|0:04:04|0|0:05:56|0|0:09:28|0|0:26:50|0|
99|yan-hai-she|18|0:26:50|0:03:18|0|0:06:53|0|0:14:31|0|0:26:50|0|
100|kasperyang|18|0:26:52|0:02:38|0|0:05:13|0|0:14:26|1|0:21:52|0|
101|dush1729|18|0:26:58|0:02:53|0|0:10:33|0|0:26:58|0|0:19:21|0|
102|rign-LR7Rq2TRuq|18|0:27:04|0:06:37|0|0:15:09|0|0:18:47|0|0:27:04|0|
103|huiget-6|18|0:27:13|0:02:23|0|0:04:45|0|0:10:17|0|0:22:13|1|
104|zhun|18|0:27:23|0:02:05|0|0:06:30|0|0:14:19|0|0:27:23|0|
105|rarakasm|18|0:27:25|0:04:18|0|0:08:07|0|0:13:06|0|0:27:25|0|
106|VarunR|18|0:27:29|0:02:56|0|0:05:40|0|0:13:28|0|0:27:29|0|
107|mickeyandkaka1|18|0:27:32|0:05:37|0|0:08:04|0|0:15:00|0|0:27:32|0|
108|npuzj|18|0:27:40|0:03:58|0|0:07:05|0|0:10:42|0|0:27:40|0|
109|Rayleigh0328|18|0:27:43|0:04:40|0|0:09:51|0|0:17:31|0|0:27:43|0|
110|prayashverma|18|0:27:47|0:05:59|0|0:11:55|0|0:27:47|0|0:24:00|0|
111|jiangyanerpang|18|0:27:48|0:01:59|0|0:03:53|0|0:09:33|0|0:27:48|0|
112|avenger786|18|0:27:50|0:03:17|0|0:07:23|0|0:12:43|0|0:27:50|0|
113|pavlovoleg4889|18|0:27:52|0:11:25|0|0:07:10|0|0:17:19|0|0:27:52|0|
114|polansky|18|0:27:54|0:01:45|0|0:09:01|0|0:12:17|0|0:22:54|1|
115|xyz_zhzho|18|0:27:54|0:03:28|0|0:05:41|0|0:14:09|0|0:27:54|0|
116|xavier13540|18|0:28:01|0:06:58|0|0:07:27|0|0:22:59|0|0:28:01|0|
117|x____x|18|0:28:03|0:03:45|0|0:06:39|0|0:14:09|0|0:28:03|0|
118|LighT-cml|18|0:28:13|0:02:54|0|0:05:46|0|0:14:09|0|0:28:13|0|
119|tongtongac|18|0:28:20|0:27:39|0|0:27:49|0|0:28:12|0|0:28:20|0|
120|thuczh|18|0:28:22|0:01:35|0|0:04:15|0|0:28:22|0|0:19:37|0|
121|jiayindeng|18|0:28:34|0:04:06|0|0:07:05|0|0:19:30|0|0:28:34|0|
122|xnynzn|18|0:28:38|0:01:41|0|0:28:38|0|0:08:49|0|0:18:31|0|
123|Priyam2k|18|0:28:42|0:28:42|0|0:28:31|0|0:28:13|0|0:28:21|0|
124|togo-5|18|0:28:44|0:04:10|0|0:07:25|0|0:16:43|0|0:28:44|0|
125|DimmyT|18|0:28:51|0:05:08|0|0:11:40|1|0:13:58|0|0:23:51|0|
126|psychopath|18|0:28:52|0:03:20|0|0:09:02|0|0:28:52|0|0:24:44|0|
