Rank Name Score Finish Time Q1 (3) Q2 (5) Q3 (5) Q4 (9)
1|cuiaoxiang|22|0:25:00|0:03:27|0|0:09:08|0|0:13:07|0|0:25:00|0|
2|hank55663|22|0:31:47|0:04:38|0|0:19:03|0|0:22:46|0|0:31:47|0|
3|littlefriend1995|22|0:39:40|0:04:50|0|0:11:10|0|0:21:27|1|0:29:40|1|
4|SaveVMK|22|0:40:13|0:05:57|0|0:14:31|0|0:21:42|0|0:40:13|0|
5|xuchengwen|22|0:46:43|0:05:08|0|0:17:34|0|0:33:19|0|0:46:43|0|
6|xuan18|22|0:50:53|0:26:56|0|0:20:26|0|0:37:50|0|0:50:53|0|
7|mchandy36|22|0:52:32|0:03:58|0|0:11:41|1|0:17:32|0|0:42:32|1|
8|xh286286|22|0:54:52|0:03:56|0|0:10:06|0|0:17:25|0|0:49:52|1|
9|hanwang|22|0:56:00|0:03:42|0|0:14:24|0|0:25:35|0|0:51:00|1|
10|YangZhenjian|22|0:58:12|0:02:36|0|0:22:02|0|0:26:22|0|0:58:12|0|
11|szp14|22|0:58:40|0:06:47|0|0:13:26|0|0:21:30|0|0:53:40|1|
12|namasikanam|22|0:58:57|0:11:37|0|0:26:04|0|0:31:15|0|0:58:57|0|
13|Fr0benius|22|0:59:22|0:03:22|0|0:11:45|0|0:16:42|0|0:49:22|2|
14|birdxue|22|0:59:36|0:06:51|0|0:17:04|0|0:24:36|0|0:54:36|1|
15|nhho|22|0:59:42|0:07:25|0|0:17:23|0|0:22:36|0|0:54:42|1|
16|ZYCSwing|22|1:00:53|0:26:49|0|0:15:44|0|0:35:52|0|1:00:53|0|
17|merryl|22|1:02:51|0:05:09|0|0:38:03|0|0:17:40|0|0:52:51|2|
18|okaduki|22|1:03:37|0:04:08|0|0:13:01|0|0:20:01|0|1:03:37|0|
19|yubowenok|22|1:03:52|0:08:53|0|0:21:46|1|0:28:50|0|0:53:52|1|
20|NorthernMystic|22|1:04:01|0:06:06|0|0:25:46|0|0:39:10|0|0:59:01|1|
21|hahahiehie|22|1:04:36|0:09:29|0|0:23:39|0|0:34:12|0|0:59:36|1|
22|pedro|22|1:04:41|0:07:12|0|0:10:04|0|0:18:20|0|0:59:41|1|
23|Hexadecimal|22|1:04:56|0:04:11|0|0:59:56|0|0:20:17|1|0:42:37|0|
24|Netario36|22|1:05:59|0:21:52|0|0:31:17|0|0:38:32|0|1:05:59|0|
25|superluminal|22|1:06:13|0:03:09|0|0:16:17|0|0:25:55|0|1:01:13|1|
26|lbjlc|22|1:08:16|0:05:24|0|0:21:23|0|0:37:12|0|1:03:16|1|
27|NEU20133823|22|1:09:22|0:06:23|0|0:16:24|0|0:24:03|0|1:04:22|1|
28|spcharc|22|1:09:28|0:03:36|0|0:35:35|0|0:51:30|0|1:09:28|0|
29|fsqhxrcjw|22|1:09:32|0:04:22|0|0:18:06|0|0:24:53|0|1:04:32|1|
30|w12379564|22|1:09:38|0:09:43|0|0:22:42|0|0:44:11|1|1:04:38|0|
31|kangbb|22|1:09:44|0:04:27|0|0:15:20|0|0:38:02|1|1:04:44|0|
32|robinz62|22|1:15:19|0:05:41|0|0:14:23|0|0:22:58|0|1:10:19|1|
33|Guardsman|22|1:16:19|0:03:34|0|0:13:30|0|0:23:15|0|1:11:19|1|
34|PKUGoodSpeed|22|1:18:26|0:32:23|1|0:29:02|0|0:44:33|0|1:13:26|0|
35|joon_young|22|1:20:08|1:09:54|0|1:20:08|0|0:57:13|0|0:47:06|0|
36|XuhuiWang|22|1:22:27|0:05:09|0|0:16:18|0|0:35:47|1|1:07:27|2|
37|nblx|22|1:22:59|1:17:59|0|0:27:26|1|0:41:49|0|1:13:53|0|
38|0xF4|22|1:23:32|0:13:16|0|0:36:04|0|0:48:47|0|1:18:32|1|
39|nguyen_hoanh|22|1:23:34|0:14:27|0|0:30:05|0|0:38:22|0|1:18:34|1|
40|vipjml|22|1:23:52|0:06:09|0|0:27:00|0|1:18:52|0|1:00:06|1|
41|nearSGB|22|1:24:55|0:05:35|0|0:17:41|0|0:34:12|0|1:19:55|1|
42|zhudhjen|22|1:25:24|0:09:48|0|0:25:01|0|0:34:24|0|1:20:24|1|
43|osamamohamed|22|1:25:35|0:08:46|0|1:00:16|0|0:30:21|0|1:25:35|0|
44|Yuzuka|22|1:26:31|0:07:53|0|0:26:39|0|0:48:20|0|1:26:31|0|
45|xhuaoe|22|1:26:38|0:07:22|0|0:25:29|0|0:37:48|0|1:21:38|1|
46|terranw|22|1:28:17|0:13:54|1|0:32:27|0|0:53:34|0|1:23:17|0|
47|JohnsonTau|22|1:29:12|0:12:26|0|0:36:17|0|0:46:59|0|1:24:12|1|
48|ykx_akks|22|1:29:16|0:07:05|0|0:17:53|0|0:38:46|1|1:24:16|0|
49|LittleDS623|22|1:30:38|0:03:14|0|0:35:38|1|0:24:04|2|1:05:38|2|
50|paulwater|22|1:30:42|0:08:13|0|0:19:04|0|0:34:57|0|1:20:42|2|
51|czq92|22|1:31:13|0:11:40|0|0:28:55|0|0:54:18|2|1:21:13|0|
52|txingml|22|1:31:15|0:03:37|0|0:24:49|0|0:40:17|0|1:26:15|1|
53|abcdefat|22|1:31:48|1:26:48|0|1:20:43|0|1:05:56|0|0:49:22|1|
54|0xFFFFFFFF|22|1:32:15|0:17:21|0|0:39:33|1|0:49:42|0|1:12:15|3|
55|nevergiveup|22|1:33:18|0:06:02|0|0:17:36|0|0:24:57|0|1:28:18|1|
56|kevin_yao|22|1:36:36|0:12:32|0|0:29:27|1|0:53:48|0|1:26:36|1|
57|WXJAJAJA|22|1:37:31|0:07:24|0|1:02:31|0|0:37:22|7|0:49:33|0|
58|frostfrog|22|1:38:14|0:07:00|0|0:18:42|0|0:37:22|1|1:28:14|1|
59|tianhao2|22|1:38:26|0:04:50|0|0:19:20|0|0:48:20|1|1:18:26|3|
60|Koihik|22|1:41:10|0:03:44|0|0:27:25|0|0:57:21|2|1:26:10|1|
61|megaspazz|22|1:41:44|0:02:20|0|0:10:06|0|0:18:28|0|1:26:44|3|
62|cai_lw|22|1:51:10|0:05:37|1|0:14:37|0|0:25:42|1|1:26:10|3|
63|A_Pinterest_Employee|22|1:57:14|0:06:22|1|0:18:30|0|0:55:34|3|1:27:14|2|
64|tianyuwucla|22|2:02:45|0:11:44|4|1:22:45|3|0:28:02|0|1:01:04|1|
65|Greatjian|22|2:04:30|0:03:06|0|0:16:17|1|1:14:28|1|1:29:30|5|
66|nyunyunyunyu|17|0:47:52|0:09:22|0|-1|-1|0:47:52|0|0:40:26|0|
67|shirtandtieler|17|0:58:29|0:07:27|0|0:58:29|0|-1|-1|0:39:16|0|
68|daiyifan|17|1:11:33|0:45:59|0|-1|-1|0:56:33|0|0:37:21|3|
69|asymmetry|17|1:15:25|0:18:20|0|0:32:18|0|-1|-1|1:15:25|0|
70|dxt911|17|1:16:04|0:16:10|0|0:45:26|0|-1|-1|1:11:04|1|
71|smoglu|17|1:16:42|0:05:58|0|0:25:40|0|-1|-1|1:16:42|0|
72|ac_jon|17|1:20:03|0:08:08|0|-1|-1|0:37:31|0|1:15:03|1|
73|FannyChung|17|1:21:15|0:13:49|1|-1|-1|0:35:17|0|1:11:15|1|
74|mengpq|17|1:27:00|0:03:26|0|-1|-1|0:12:15|0|1:22:00|1|
75|thinkingreed|17|1:43:58|0:24:55|1|-1|-1|0:58:58|1|1:28:58|1|
76|zhanhb88|14|1:32:06|-1|-1|-1|-1|1:17:06|1|0:54:48|2|
77|lihuoran|13|0:15:39|0:02:19|0|0:08:07|0|0:15:39|0|-1|-1|
