Rank Name Score Finish Time Q1 (4) Q2 (6) Q3 (7) Q4 (11)
1|JOHNKRAM|28|1:03:14|0:11:27|0|0:18:31|0|0:25:48|0|0:53:14|2|
2|KakaHiguain|28|1:10:09|0:07:21|0|0:18:23|0|0:29:56|0|1:05:09|1|
3|lympanda|28|1:16:06|0:09:53|0|0:28:14|1|0:33:14|0|1:06:06|1|
4|__Chaos__|28|1:19:16|0:06:57|0|0:20:21|0|0:34:50|0|1:09:16|2|
5|x____x|28|1:30:32|0:04:35|0|0:12:58|0|1:00:32|6|0:32:06|0|
6|wyh9346|28|1:40:34|0:06:11|0|0:14:14|1|0:42:04|2|1:15:34|2|
7|Netario36|28|1:42:47|0:12:50|0|0:22:38|0|0:32:42|0|1:27:47|3|
8|VVCepheiA|28|1:52:10|1:22:10|0|0:21:54|0|0:11:44|0|1:14:22|6|
9|cthbst|28|1:52:49|0:35:11|2|0:41:25|0|0:51:21|0|1:27:49|3|
10|crazymerlyn|24|1:56:38|-1|-1|0:32:47|0|0:42:09|0|1:26:38|6|
11|0xF4|22|1:53:11|0:25:20|1|-1|-1|0:49:36|0|1:28:11|4|
12|XuhuiWang|17|0:30:40|0:08:26|0|0:19:19|0|0:30:40|0|-1|-1|
13|ZihanWang98|17|0:32:49|0:13:40|0|0:24:45|0|0:32:49|0|-1|-1|
14|QingqingXii0iii|17|0:35:27|0:21:30|0|0:28:05|0|0:35:27|0|-1|-1|
15|Fr0benius|17|0:36:51|0:12:10|0|0:25:03|0|0:36:51|0|-1|-1|
16|seraph1212|17|0:37:16|0:12:52|0|0:28:16|0|0:37:16|0|-1|-1|
17|yubowenok|17|0:38:32|0:08:51|0|0:15:52|0|0:33:32|1|-1|-1|
18|zhangjk95|17|0:39:07|0:05:39|0|0:14:36|0|0:34:07|1|-1|-1|
19|HMAXS|17|0:39:15|0:11:38|0|0:19:26|0|0:39:15|0|-1|-1|
20|prakhar15|17|0:39:33|0:10:08|0|0:28:32|0|0:39:33|0|-1|-1|
21|wellcs|17|0:40:12|0:12:16|0|0:23:55|0|0:40:12|0|-1|-1|
22|Parallelc|17|0:41:04|0:20:52|0|0:28:35|0|0:41:04|0|-1|-1|
23|tfliao|17|0:41:10|0:09:28|0|0:22:37|0|0:36:10|1|-1|-1|
24|qruan|17|0:41:44|0:21:40|0|0:41:44|0|0:31:49|0|-1|-1|
25|garfield175|17|0:44:03|0:15:40|0|0:30:17|0|0:44:03|0|-1|-1|
26|5305519068|17|0:44:17|0:10:43|0|0:24:50|0|0:44:17|0|-1|-1|
27|neko13|17|0:46:59|0:12:51|0|0:33:45|0|0:46:59|0|-1|-1|
28|qwnjc|17|0:49:09|0:19:18|0|0:29:56|0|0:49:09|0|-1|-1|
29|xinxinw1|17|0:50:43|0:11:54|0|0:39:54|0|0:50:43|0|-1|-1|
30|merryl|17|0:52:00|0:47:00|0|0:18:03|1|0:31:57|0|-1|-1|
31|A_Pinterest_Employee|17|0:52:50|0:11:11|0|0:23:03|0|0:47:50|1|-1|-1|
32|fsqhxrcjw|17|0:53:14|0:15:46|0|0:31:36|0|0:48:14|1|-1|-1|
33|zerotrac2|17|0:53:22|0:29:26|0|0:36:22|0|0:48:22|1|-1|-1|
34|lixx2100|17|0:54:54|0:29:50|2|0:44:54|0|0:27:08|0|-1|-1|
35|Iamyxx|17|0:55:13|0:55:13|0|0:29:33|0|0:45:17|0|-1|-1|
36|ibmtp380|17|0:56:05|0:34:30|0|0:34:26|0|0:51:05|1|-1|-1|
37|bazin|17|0:56:30|0:38:32|0|0:56:30|0|0:22:03|0|-1|-1|
