Rank Name Score Finish Time Q1 (4) Q2 (4) Q3 (5) Q4 (5)
1|neal_wu|18|0:10:38|0:10:38|0|0:06:25|0|0:04:51|0|0:03:15|0|
2|user7269F|18|0:12:57|0:07:57|0|0:06:24|1|0:04:43|0|0:02:35|0|
3|huzecong|18|0:15:57|0:03:06|0|0:06:17|1|0:08:21|0|0:10:57|0|
4|satanic0258|18|0:16:03|0:03:20|0|0:08:50|0|0:11:06|0|0:16:03|0|
5|xietiansh|18|0:16:10|0:03:48|0|0:07:22|0|0:10:20|0|0:16:10|0|
6|Xuderian|18|0:16:11|0:03:44|0|0:12:41|0|0:07:36|0|0:16:11|0|
7|uwi|18|0:16:34|0:04:07|0|0:06:17|0|0:08:48|0|0:16:34|0|
8|mengpq|18|0:17:15|0:06:57|0|0:09:10|0|0:12:22|0|0:17:15|0|
9|evilbuggy|18|0:17:29|0:05:04|0|0:09:24|0|0:13:33|0|0:17:29|0|
10|beet|18|0:17:42|0:04:07|0|0:10:27|0|0:13:46|0|0:17:42|0|
11|deadRabbit|18|0:18:14|0:04:53|0|0:08:18|0|0:13:58|0|0:18:14|0|
12|Stomach_ache|18|0:19:15|0:05:06|0|0:08:52|0|0:11:57|0|0:19:15|0|
13|waakaaka|18|0:19:28|0:10:41|0|0:12:39|0|0:14:47|0|0:19:28|0|
14|badgergo|18|0:21:09|0:02:36|0|0:16:09|1|0:06:11|0|0:11:43|0|
15|xieyijian1997|18|0:21:09|0:05:23|0|0:09:03|0|0:15:06|0|0:21:09|0|
16|jprakhar77|18|0:21:31|0:02:13|0|0:07:08|0|0:21:31|0|0:17:41|0|
17|nhho|18|0:21:34|0:07:58|0|0:06:30|0|0:12:04|0|0:16:34|1|
18|sponge_wxy|18|0:21:52|0:03:31|0|0:08:24|0|0:12:56|0|0:21:52|0|
19|cuiaoxiang|18|0:22:50|0:06:46|1|0:10:08|0|0:12:08|0|0:17:50|0|
20|lydxlx|18|0:23:30|0:11:02|0|0:14:52|0|0:18:39|0|0:23:30|0|
21|yurisantamarina|18|0:23:52|0:05:37|0|0:09:39|1|0:13:38|0|0:18:52|0|
22|Aragog|18|0:23:53|0:05:31|0|0:15:37|0|0:10:25|0|0:23:53|0|
23|perfectpan|18|0:24:02|0:05:13|0|0:07:52|0|0:11:00|0|0:19:02|1|
24|KakaHiguain|18|0:24:24|0:05:35|0|0:09:37|0|0:13:22|0|0:24:24|0|
25|smonank|18|0:24:49|0:07:30|0|0:14:59|0|0:21:02|0|0:24:49|0|
26|pjincz|18|0:25:18|0:04:50|0|0:20:18|1|0:10:01|0|0:16:54|0|
27|solanata|18|0:25:39|0:05:19|0|0:25:39|0|0:16:18|0|0:20:29|0|
28|QAMichaelPeng|18|0:25:44|0:03:25|1|0:08:35|0|0:15:48|0|0:20:44|0|
29|jl0x61|18|0:25:48|0:05:21|0|0:11:42|0|0:16:14|0|0:25:48|0|
30|nevergiveup|18|0:26:14|0:05:31|0|0:26:14|0|0:16:45|0|0:22:48|0|
31|kangbb|18|0:26:14|0:03:41|0|0:09:59|0|0:15:39|0|0:26:14|0|
32|catalin7|18|0:27:15|0:06:18|0|0:09:02|0|0:12:00|0|0:27:15|0|
33|SaveVMK|18|0:27:33|0:07:21|1|0:11:09|0|0:15:07|0|0:22:33|0|
34|TakahiroKarasawa|18|0:28:54|0:23:54|0|0:08:28|0|0:14:16|0|0:11:23|1|
35|tfliao|18|0:29:07|0:06:14|0|0:24:07|0|0:10:58|0|0:21:17|1|
36|lbjlc|18|0:29:21|0:08:51|0|0:16:09|0|0:19:03|0|0:29:21|0|
37|lumax|18|0:31:28|0:06:48|1|0:17:33|0|0:20:44|0|0:26:28|0|
38|William324|18|0:31:31|0:05:21|0|0:31:31|0|0:14:10|0|0:26:13|0|
39|kzyKT|18|0:31:39|0:06:13|1|0:13:47|0|0:17:06|0|0:21:39|1|
40|kevin_yao|18|0:31:41|0:03:59|0|0:13:55|0|0:17:53|0|0:31:41|0|
41|cjoa|18|0:31:42|0:10:40|0|0:15:25|0|0:22:24|0|0:31:42|0|
42|chauncylee|18|0:31:49|0:06:56|0|0:12:16|0|0:15:54|0|0:31:49|0|
43|wjli|18|0:31:51|0:03:22|0|0:06:47|0|0:21:51|2|0:11:46|0|
44|hitonanode|18|0:32:02|0:06:38|1|0:15:34|1|0:12:17|0|0:22:02|0|
45|seeean|18|0:32:28|0:02:35|0|0:08:26|0|0:16:17|0|0:32:28|0|
46|hamlet_fiis|18|0:32:53|0:05:34|0|0:08:26|0|0:18:24|1|0:27:53|0|
47|DevidXu|18|0:34:05|0:05:56|0|0:15:27|1|0:20:12|0|0:29:05|0|
48|donnod|18|0:34:08|0:03:16|0|0:07:24|1|0:12:34|0|0:24:08|1|
49|coder206|18|0:36:09|0:06:46|1|0:10:57|0|0:18:28|0|0:31:09|0|
50|javkhlan|18|0:36:14|0:04:38|0|0:31:14|0|0:12:36|1|0:22:03|0|
51|NEU20133823|18|0:36:48|0:02:15|0|0:10:55|2|0:20:45|0|0:26:48|0|
52|xianglaniunan|18|0:36:48|0:05:58|0|0:31:48|1|0:21:50|0|0:27:23|0|
53|hahahiehie|18|0:36:54|0:05:15|0|0:10:04|0|0:13:01|0|0:31:54|1|
54|ryanwang|18|0:37:44|0:04:32|0|0:07:16|0|0:11:18|0|0:32:44|1|
55|albaniliu|18|0:38:03|0:04:18|0|0:33:03|1|0:11:46|0|0:23:07|0|
56|gerwang|18|0:38:27|0:22:39|1|0:16:26|1|0:24:22|0|0:28:27|0|
57|n0rma|18|0:39:30|0:08:18|0|0:15:03|0|0:19:48|0|0:34:30|1|
58|liuyuchen0921|18|0:39:33|0:12:34|0|0:34:33|0|0:21:34|1|0:27:15|0|
59|wisdompeak|18|0:39:39|0:10:26|1|0:20:44|0|0:26:57|0|0:34:39|0|
60|0xF4|18|0:39:45|0:11:06|0|0:15:51|0|0:30:21|0|0:39:45|0|
61|szfck|18|0:40:09|0:05:58|0|0:35:09|0|0:21:00|1|0:25:31|0|
62|charliemeng|18|0:40:19|0:07:25|0|0:17:42|0|0:24:54|0|0:40:19|0|
63|ustcsiwei88|18|0:40:23|0:04:09|0|0:26:34|0|0:32:15|0|0:40:23|0|
64|gag123|18|0:40:29|0:11:10|1|0:15:33|0|0:22:08|1|0:30:29|0|
65|immike|18|0:40:34|0:05:42|0|0:30:34|1|0:15:39|1|0:20:14|0|
66|wangfeng1027|18|0:41:12|0:04:42|0|0:41:12|0|0:06:02|0|0:18:01|0|
67|zljiuyouuu|18|0:41:35|0:06:25|0|0:11:22|0|0:17:09|0|0:36:35|1|
68|Varelse|18|0:41:43|0:09:00|2|0:31:43|0|0:20:38|0|0:28:18|0|
69|stevenamstrong|18|0:41:46|0:07:05|0|0:36:46|0|0:24:03|1|0:30:40|0|
70|lu-you-guan-guang|18|0:41:52|0:04:22|0|0:09:07|0|0:12:31|0|0:26:52|3|
71|BirdJump|18|0:42:02|0:08:59|0|0:13:53|1|0:18:24|0|0:37:02|0|
72|paulwater|18|0:42:13|0:10:15|1|0:17:50|1|0:22:34|0|0:32:13|0|
73|kuuso1|18|0:42:24|0:09:04|0|0:19:30|0|0:26:45|0|0:42:24|0|
74|ccyjava|18|0:42:55|0:08:05|0|0:24:51|0|0:32:01|0|0:42:55|0|
75|LJian|18|0:43:01|0:07:53|0|0:14:26|0|0:21:53|1|0:38:01|0|
76|pedro|18|0:43:40|0:05:41|0|0:34:25|0|0:13:54|0|0:38:40|1|
77|botao2018|18|0:44:06|0:04:45|0|0:20:46|1|0:25:26|0|0:39:06|0|
78|hackersplendid|18|0:44:24|0:03:28|0|0:09:46|5|0:15:04|0|0:19:24|0|
79|azala|18|0:44:25|0:04:47|0|0:11:50|0|0:22:14|0|0:44:25|0|
