Rank Name Score Finish Time Q1 (2) Q2 (6) Q3 (6) Q4 (11)
1|VVCepheiA|25|0:31:30|0:05:16|0|0:13:00|0|0:31:30|0|0:25:11|0|
2|yubowenok|25|0:34:22|0:03:39|0|0:09:30|0|0:16:15|0|0:34:22|0|
3|facelessvoid|25|0:35:06|0:17:04|0|0:11:18|0|0:21:23|0|0:35:06|0|
4|wyh9346|25|0:37:04|0:09:30|0|0:17:02|0|0:14:04|0|0:37:04|0|
5|cai_lw|25|0:37:48|0:03:25|0|0:29:17|0|0:13:48|0|0:37:48|0|
6|uwi|25|0:37:50|0:04:47|0|0:12:18|0|0:16:15|0|0:32:50|1|
7|Iamyxx|25|0:38:00|0:03:53|0|0:14:38|0|0:22:26|0|0:38:00|0|
8|ichyo|25|0:41:51|0:07:13|0|0:15:40|0|0:26:05|1|0:36:51|0|
9|monotone|25|0:43:47|0:07:42|0|0:24:03|1|0:34:07|0|0:38:47|0|
10|natsugiri|25|0:46:45|0:05:29|1|0:16:39|2|0:21:24|0|0:31:45|0|
11|YangZhenjian|25|0:47:07|0:04:16|0|0:18:05|1|0:23:41|0|0:37:07|1|
12|megaspazz|25|0:48:29|0:05:59|0|0:16:43|1|0:30:37|0|0:43:29|0|
13|Fr0benius|25|0:51:02|0:03:44|0|0:20:12|1|0:26:15|0|0:46:02|0|
14|x____x|25|0:54:24|0:05:19|0|0:49:24|0|0:14:23|0|0:41:06|1|
15|cuiaoxiang|25|0:59:18|0:29:09|0|0:07:11|0|0:18:45|0|0:59:18|0|
16|deadRabbit|25|0:59:48|0:03:06|0|0:11:23|0|0:34:07|1|0:54:48|0|
17|oopsricelee|25|1:01:46|0:09:30|0|0:26:33|0|0:22:51|0|0:46:46|3|
18|NEU20133823|25|1:02:34|0:04:55|0|0:14:47|1|0:32:23|1|0:47:34|1|
19|pentester|25|1:06:07|0:09:28|3|0:19:32|1|0:26:28|0|0:41:07|1|
20|cpcs|25|1:06:56|0:03:36|1|0:13:40|1|0:38:35|2|0:46:56|0|
21|cnmgb_leetcode|25|1:08:01|0:04:25|0|0:14:00|0|0:23:38|0|1:03:01|1|
22|XuhuiWang|25|1:10:11|0:09:36|1|0:17:46|0|0:28:26|0|1:00:11|1|
23|ryanwang|25|1:10:51|0:05:38|0|0:24:32|1|0:43:03|0|1:05:51|0|
24|lijinglun|25|1:11:22|0:05:24|0|0:29:18|0|0:38:50|0|1:06:22|1|
25|cjoa|25|1:12:26|0:10:23|1|0:20:44|0|0:33:03|1|1:02:26|0|
26|LuckyPants|25|1:12:56|0:07:12|0|0:23:56|1|0:35:06|0|1:07:56|0|
27|democoffee|25|1:14:32|0:06:53|0|0:31:14|0|1:14:32|0|0:50:56|0|
28|okaduki|25|1:14:45|0:08:25|0|0:24:39|1|0:54:45|2|0:49:37|1|
29|zl1zl|25|1:16:42|0:05:07|0|0:14:18|0|0:42:58|1|1:11:42|0|
30|daltao|25|1:19:04|0:09:09|0|0:19:32|0|0:35:45|0|1:14:04|1|
31|happybelly|25|1:19:41|0:10:07|1|0:19:10|0|1:14:41|0|0:50:28|0|
32|2499370956|25|1:20:16|0:09:04|0|1:15:16|1|0:22:42|0|0:47:51|0|
33|zengmuhan|25|1:20:22|0:07:52|1|0:24:05|0|0:25:38|0|0:45:22|6|
34|lixuchen01|25|1:21:36|0:11:47|0|0:18:52|0|1:06:36|0|0:49:34|3|
35|txingml|25|1:21:37|0:06:00|0|0:15:07|0|0:36:35|1|1:16:37|0|
36|tylerwang|25|1:22:12|0:08:14|0|0:21:14|0|0:37:41|0|1:17:12|1|
37|jacklv|25|1:22:36|0:03:57|0|0:29:24|1|0:41:23|0|1:07:36|2|
38|superluminal|25|1:22:47|0:20:54|3|0:22:09|0|0:57:47|0|0:41:02|2|
39|raincoat911|25|1:23:22|0:04:19|0|0:33:10|0|0:44:58|0|1:13:22|2|
40|littlefriend1995|25|1:23:56|0:09:36|0|0:37:49|0|0:50:08|0|1:23:56|0|
41|jariasf|25|1:24:00|0:05:03|0|0:30:02|1|0:41:54|0|1:19:00|0|
42|JOHNKRAM|25|1:24:07|0:08:53|1|0:20:11|1|0:31:07|3|0:49:07|2|
43|shaoxia|25|1:24:47|0:04:15|0|0:46:19|1|0:53:53|0|1:14:47|1|
44|xuchengwen|25|1:29:24|0:08:10|0|0:26:46|0|0:45:52|0|1:24:24|1|
45|wangshuang|25|1:30:00|0:10:17|0|0:20:52|0|1:20:00|0|0:59:38|2|
46|fsqhxrcjw|25|1:30:21|0:04:54|0|0:18:30|1|0:29:04|0|1:15:21|2|
47|gerwang|25|1:31:06|0:04:40|0|0:13:47|0|0:47:46|5|1:01:06|1|
48|tsccsj|25|1:33:32|0:04:21|0|0:20:10|0|0:26:33|0|1:23:32|2|
49|szfck|25|1:33:56|0:05:30|1|0:21:37|0|0:44:09|1|1:13:56|2|
50|lbjlc|25|1:34:14|0:07:12|1|0:50:09|0|0:40:26|0|1:24:14|1|
51|layor|25|1:34:40|0:27:07|0|1:00:43|0|1:29:40|0|1:22:24|1|
52|ChaouS|25|1:35:17|0:05:54|0|0:37:07|1|0:48:22|0|1:25:17|1|
53|ybalbert|25|1:36:03|0:05:36|0|0:28:53|2|0:49:58|0|1:21:03|1|
54|leonlihkust|25|1:36:07|0:05:20|0|0:27:59|0|1:16:07|0|0:55:52|4|
55|merryl|25|1:36:10|0:13:11|0|0:36:53|2|1:00:12|0|1:21:10|1|
56|chiuyeelau|25|1:36:40|0:15:08|0|0:24:37|0|1:21:40|0|0:58:05|3|
57|yysys|25|1:38:22|0:05:38|0|0:13:51|2|0:20:49|0|1:18:22|2|
58|fuliucansheng|25|1:39:26|0:05:20|0|0:28:15|3|0:45:08|2|1:09:26|1|
59|dut200901102|25|1:40:26|0:08:47|0|0:23:43|1|0:41:15|0|1:25:26|2|
60|f20150094|25|1:40:35|0:04:19|0|0:43:48|5|1:15:35|0|1:06:08|0|
61|XBB_HOME|25|1:42:51|0:16:57|0|1:22:51|2|1:16:47|0|1:08:11|2|
62|Mintus|25|1:43:08|0:04:43|0|0:47:18|4|1:08:49|0|1:23:08|0|
63|pg12|25|1:43:49|0:09:07|0|0:26:24|0|0:55:42|2|1:28:49|1|
64|blademamama|25|1:43:52|0:07:20|2|0:19:19|0|0:27:42|0|1:28:52|1|
65|tfliao|25|1:44:26|0:09:06|2|0:27:43|0|0:49:28|1|1:29:26|0|
66|5305519068|25|1:48:13|0:09:42|1|0:29:02|1|0:36:42|0|1:28:13|2|
67|DeerSong|25|1:49:09|0:08:42|0|0:32:10|2|0:54:09|0|1:29:09|2|
68|QingqingXii0iii|25|1:55:23|0:05:41|0|0:18:16|4|0:26:56|1|1:25:23|1|
69|kangbb|25|1:57:30|0:07:05|1|0:27:36|2|0:35:46|0|1:22:30|4|
70|shiautsung|25|1:58:35|0:06:48|1|0:40:05|2|0:49:31|0|1:28:35|3|
71|kai-chieh|25|1:59:27|0:05:04|1|0:39:17|3|0:46:03|0|1:14:27|5|
72|YouSiki|19|0:52:42|0:07:52|1|0:17:29|2|-1|-1|0:37:42|0|
73|ssgg|19|0:55:09|0:23:42|0|-1|-1|0:29:36|0|0:55:09|0|
74|sanilchugh05|19|1:08:39|0:07:52|0|0:25:20|0|-1|-1|1:03:39|1|
75|chanwen|19|1:13:34|0:22:48|0|-1|-1|0:45:13|0|1:13:34|0|
76|cocowang|19|1:19:35|0:04:50|0|0:18:08|0|-1|-1|1:14:35|1|
77|avvinci|19|1:20:54|0:12:52|1|0:32:28|0|-1|-1|1:10:54|1|
78|Chanchal_Maji|19|1:25:01|0:21:26|1|0:36:24|0|-1|-1|1:15:01|1|
79|papaya|19|1:33:23|0:18:04|1|0:36:08|0|-1|-1|1:13:23|3|
80|zhymaoiing|19|1:33:39|0:08:05|0|0:46:08|0|-1|-1|1:28:39|1|
81|yichihchan|19|1:33:39|0:06:07|0|0:17:30|0|-1|-1|1:18:39|3|
82|tonyli0000|19|1:34:14|0:05:06|0|0:58:38|4|-1|-1|1:04:14|2|
83|danorourke|19|1:39:31|0:09:32|1|0:30:52|1|-1|-1|1:29:31|0|
84|narut|19|1:39:34|0:06:23|1|-1|-1|0:28:21|0|1:24:34|2|
85|leoknuth|19|1:39:40|0:10:07|0|1:10:28|4|-1|-1|1:19:40|0|
86|vincexu|19|1:39:47|0:07:02|1|-1|-1|0:40:56|0|1:29:47|1|
87|maxhwardg|19|1:44:15|0:39:06|0|1:24:15|0|-1|-1|1:16:08|4|
88|jaycode988|19|1:48:05|0:08:47|0|1:17:32|1|-1|-1|1:28:05|3|
89|abcdefat|17|1:22:43|-1|-1|-1|-1|1:17:43|0|1:03:00|1|
90|gsk694|17|1:28:49|-1|-1|1:28:49|0|-1|-1|0:55:43|0|
91|charlieanna|17|2:23:21|-1|-1|0:39:37|2|-1|-1|1:23:21|10|
92|ADJA|14|0:22:35|0:03:54|0|0:13:20|0|0:22:35|0|-1|-1|
93|seeean|14|0:23:10|0:04:40|0|0:16:31|0|0:23:10|0|-1|-1|
94|szp14|14|0:25:46|0:04:40|0|0:16:57|0|0:25:46|0|-1|-1|
95|josefchung2|14|0:27:36|0:02:53|0|0:17:09|0|0:27:36|0|-1|-1|
96|JenningsWG|14|0:28:04|0:05:03|0|0:20:18|0|0:28:04|0|-1|-1|
97|Aghost|14|0:28:13|0:04:57|0|0:28:13|0|0:13:02|0|-1|-1|
98|Poohdxx|14|0:29:41|0:05:48|0|0:14:02|0|0:24:41|1|-1|-1|
99|wisdompeak|14|0:30:06|0:13:18|0|0:23:31|0|0:30:06|0|-1|-1|
100|saarixx|14|0:30:34|0:19:13|0|0:19:47|0|0:30:34|0|-1|-1|
101|zdai|14|0:31:37|0:05:58|1|0:17:42|0|0:26:37|0|-1|-1|
102|matchalatte|14|0:32:07|0:07:26|0|0:23:38|0|0:32:07|0|-1|-1|
103|flyman3046|14|0:32:11|0:04:30|0|0:21:13|1|0:27:11|0|-1|-1|
104|vitorvgc|14|0:32:17|0:04:51|0|0:19:14|1|0:27:17|0|-1|-1|
105|talkscheap|14|0:33:34|0:06:07|0|0:18:17|0|0:33:34|0|-1|-1|
106|xuan18|14|0:34:30|0:19:32|0|0:34:30|0|0:28:40|0|-1|-1|
107|8939123|14|0:34:45|0:05:14|0|0:21:43|0|0:34:45|0|-1|-1|
108|00000|14|0:34:54|0:04:39|0|0:34:54|0|0:15:38|0|-1|-1|
109|hiimdaosui|14|0:35:29|0:07:11|0|0:21:00|0|0:35:29|0|-1|-1|
110|CianLR|14|0:35:42|0:03:52|0|0:19:08|1|0:30:42|0|-1|-1|
111|yun21|14|0:35:52|0:04:21|0|0:30:52|1|0:15:50|0|-1|-1|
